Titulo,Link,Precio,Estado,Puntuación,Ubicación,Comentarios
Lonchera Electrica Portatil Calentador Comidas,https://articulo.mercadolibre.com.pe/MPE-428213458-lonchera-electrica-portatil-calentador-comidas-_JM,55.0,Nuevo,,"Jesús María, Lima Metropolitana","{'0': 'Obvio que no lo meteria dentro jeje, solo la comida después de helarse toda la noche la puedo meter a ese taper, y luego horas mas tarde calentarlo? El material soportaría ese cambio brusco de temperatura?', '1': 'Tienes algun modelo que tenga cable tambien para enchufarlo como celular al carro?', '2': 'Que tal, ahora que se viene el Verano y el calor ouede descomponer la comida, podria poner mi comida bien helada para que dure hasta la hora de almuerzo, o no seria bueno? Ya que de frio a caliente el materiial de su producto pueda quebrarse?', '3': 'Que tal, aún tienen stock?', '4': 'Hola lo quiero pagar al contado', '5': 'Precio por mayor y como me contacto con ustedes gracias', '6': 'Estimado, de que colores tiene , y en stock.', '7': 'El voltaje es de 220 Voltios.', '8': 'Buenas noches. Alguna tienda física para poder acercarme. Gracias', '9': 'Buenas que marca es, la Bandeja es extraible'}"
Portaconos De 5 Hilos Portahilos Para Maquina De Coser,https://articulo.mercadolibre.com.pe/MPE-442726544-portaconos-de-5-hilos-portahilos-para-maquina-de-coser-_JM,75.99,Nuevo,,"Lima, Lima Metropolitana",{}
Extractor De Jugos Imaco Je850fc 850w,https://articulo.mercadolibre.com.pe/MPE-447772290-extractor-de-jugos-imaco-je850fc-850w-_JM,159.0,Usado,,"La Molina, Lima Metropolitana",{'0': 'podria ser 140 soles'}
Extractor De Jugos Oster Fpstje316w Blanco,https://articulo.mercadolibre.com.pe/MPE-438666982-extractor-de-jugos-oster-fpstje316w-blanco-_JM,289.0,Nuevo,,"La Victoria, Lima Metropolitana","{'0': 'Buenas, No tiene cupon de descuento?', '1': 'Hola compra con envío hasta Huacho?', '2': 'y cuánto sale el envío a Breña?', '3': 'Cuánto el envío a Breña? A 4 cuadras de metro de Alfonso Ugarte', '4': 'Hola. Cuanto sale el envió a la Molina espalda de ISIL?', '5': '¿ Que día me podría hacer el envío?', '6': 'Lo puede enviar a Provincia , la agencia está ubicado cerca de su almacen . Av. 28 de julio.', '7': 'Delivery a san Miguel ?', '8': 'Envío a comas ?'}"
Vaso De Vidrio Completo Para Licuadora Oster (kit Completo),https://articulo.mercadolibre.com.pe/MPE-438825944-vaso-de-vidrio-completo-para-licuadora-oster-kit-completo-_JM,69.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Cómo haría para pagar un monto total,?', '1': 'Buenas noches envía a provincia Trujillo quisiera este kit y un tomatodo de Tristán y 3 mini molinilloporfavpr', '2': 'Buenas noches, arriba de la foto dice vaso para Oster y en su descripción figura philips. Yo estoy buscando para Oster. Pordría explicarme qué marca dr vaso tiene, por favor', '3': 'deseo comprar el de pyrex, que debo hacer para depositar los 69 soles .', '4': 'hola, me interesa comprar el kit completo, pero de vaso de vidrio pyrex. ¿Cuánto sería?', '5': 'Lo necesito para provincia Arequipa yo pago el envío y gastos de movilidad que acarrea el envío', '6': 'Hola este es para la licuadora Oster clásico? y en cuanto tiempo podría enviarlo a Miraflores', '7': 'Hola aún lo tienes', '8': 'Hola. Tienes la base de la foto n¿ 4?', '9': 'hola aun lo tiene'}"
Maquina Deshidratadora De Frutas Verduras Carne Pescado ,https://articulo.mercadolibre.com.pe/MPE-604113908-maquina-deshidratadora-de-frutas-verduras-carne-pescado-_JM,7500.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Hola, que marca es? Otorgan garantía y servicio técnico?', '1': 'Cual es la marca de la deshidratadora'}"
Cafetera Espresso Molino Integrado Oster Bvstem7300 ,https://articulo.mercadolibre.com.pe/MPE-604555710-cafetera-espresso-molino-integrado-oster-bvstem7300-_JM,1899.0,Nuevo,,"La Victoria, Lima Metropolitana","{'0': 'Hola q tal bns dias, la tendrás aún en stock?? Y llegas a la punta??'}"
Perú De Gastón Acurio Novedad  El Mas Reciente Libro ,https://articulo.mercadolibre.com.pe/MPE-436296185-peru-de-gaston-acurio-novedad-el-mas-reciente-libro-_JM,270.0,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'Cómo hago para que el pago sea contra entrega Miraflores', '1': 'consulta tendrás en stock y para cuando lo entregarías, este libro es igual al que dice THE COOKBOOK, yo estoy ubicado en san borja'}"
Cafetera Electric Life Md-210 0.6l 550w,https://articulo.mercadolibre.com.pe/MPE-606940588-cafetera-electric-life-md-210-06l-550w-_JM,59.0,Nuevo,,,{'0': 'Envías a provincia? ( Chachapoyas) Gracias'}
Set 4 Pomponeras Pompones Pomponeras Pom Pom,https://articulo.mercadolibre.com.pe/MPE-446509937-set-4-pomponeras-pompones-pomponeras-pom-pom-_JM,38.99,Nuevo,,"Lima, Lima Metropolitana",{'0': 'Cuánto el envío a Chiclayo??'}
Cuchilla Para Licuadora Expert Oster Blstac3090,https://articulo.mercadolibre.com.pe/MPE-447130078-cuchilla-para-licuadora-expert-oster-blstac3090-_JM,119.0,Nuevo,,"Ate, Lima Metropolitana","{'0': 'Buenos dias quisiera saber si andan a provincia por OLVA PARA IQUITOS LORETO, M8 LICUADORA ES OSTER EXPERT HAY UN NUMERO DEL MODELO CPG 053...LE HACE LA CUXHILLA QUE OFRECES O ES UNA SOLA PARA OSTWR EXPERT', '1': 'Buen día Mi licuadora es B-L-S-T-3-A C-P-G le hace lo que estas ofreciendo aka'}"
Licuadora Tecnología Reversible Oster Blstpyg1210rbg C/vaso,https://articulo.mercadolibre.com.pe/MPE-441839465-licuadora-tecnologia-reversible-oster-blstpyg1210rbg-cvaso-_JM,599.0,Nuevo,,"Ate, Lima Metropolitana","{'0': 'Color negro???', '1': 'hola en color dojo?', '2': 'hola disponible en color rojo aceptas mercado pago envió a san Miguel por los condominios envías hoy día', '3': 'Tiene en color rojo y viene con el accesorio vaso blend N go', '4': 'Es original y cuánto le envío a Puerto Maldonado madre de Dios', '5': 'Tiene Stock ? envió a Trujillo'}"
Maquina Deshidratadora De Alimentos 16 Bandejas,https://articulo.mercadolibre.com.pe/MPE-607825401-maquina-deshidratadora-de-alimentos-16-bandejas-_JM,3900.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'El secado es uniforme?? Pregunto porque tengo una que no lo es. So no es uniforme puedo devolver el producto, no es así???', '1': 'Buenas, que dimension tiene toda la maquina? para ver el espacio.', '2': 'Se puede deshidratar pescados y carnes? Y cuánto demora el proceso? Aún lo tiene disponible Para envío a provincia?', '3': 'ALQUILAN DESHIDRATADORAS ???', '4': 'Buenas noches, hace envios a provincia'}"
Balanza Digital De Cocina Para Repostería Con Luz ,https://articulo.mercadolibre.com.pe/MPE-436544066-balanza-digital-de-cocina-para-reposteria-con-luz-_JM,15.2,Nuevo,,"Puente Piedra, Lima Metropolitana","{'0': 'Para San Isidro', '1': 'Buenas tardes tienen en stock?', '2': 'Hola aun hay en stock , vivo en horacio zevallos de atte.o donde podria recogerlos.', '3': 'Buenas hacen contraentrega? Si lo hacen comuniquense conmigo por whatsaap pa coordinar. http920,gnp667,rer243. Ese es, gracias.', '4': 'Hola el costo es de 20 soles ?', '5': 'Hace envíos para Arequipa?', '6': 'Hola buenas quisiera información de delivery para que me lo traigan a surco y quisiera pagar en efectivo porfavor', '7': 'Hola buenos días estoy interesada en comprar...como se haría el envío y en cuanto tiempo me lo traen a San Miguel?', '8': 'Ya hacen envío..??', '9': 'Hola, podría recogerlo en algún punto?'}"
Licuadora Clásica Negra Oster Blstbpst ,https://articulo.mercadolibre.com.pe/MPE-604542174-licuadora-clasica-negra-oster-blstbpst-_JM,469.0,Nuevo,,"La Victoria, Lima Metropolitana",{}
Termo Hervidor Dispensador Bossko De 5.5 Lts Bk-5501,https://articulo.mercadolibre.com.pe/MPE-447079268-termo-hervidor-dispensador-bossko-de-55-lts-bk-5501-_JM,224.0,Nuevo,,"Callao, Lima Metropolitana","{'0': 'Buenos días tiene disponible el artículo? cual es el tiempo de la garantía del producto?', '1': 'no va a haber ningún problema por estar enchufado en forma permanente?', '2': 'Cuantas formas de dispensar el agua tiene? Se puede mantener enchufado el equipo permanentemente sin ningún problema?'}"
Carrete Bobina De Metal P/ Maq. Coser Domesticas- 2 Bobins,https://articulo.mercadolibre.com.pe/MPE-605809894-carrete-bobina-de-metal-p-maq-coser-domesticas-2-bobins-_JM,27.95,Nuevo,,"Lima, Lima Metropolitana","{'0': 'hola, esta le da a las maquinas marca necchi antiguas? en que distrito se encuentra'}"
Máquina De Café Espresso Y Capuchino Kitchen Aid ,https://articulo.mercadolibre.com.pe/MPE-440467406-maquina-de-cafe-espresso-y-capuchino-kitchen-aid-_JM,1799.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Buenos días, cuenta con lanceta para espumar leche y para salida de agua caliente?', '1': 'Lista para despacho?', '2': 'Buenas noches deseo adquirir está máquina de café, aún está disponible?', '3': 'Aún la tienes, algún descuento', '4': 'Buenas noches .aún en venta?', '5': 'Aun lo tiene', '6': 'Entonces 1799 incluido el envio?', '7': 'Sino se recoge en miraflores verdad? Puedo ir dia de semana o solo fin de semana?', '8': 'Lo entregan a domicilio, estoy a una paralela de la 10 de av pardo', '9': 'Tienes disponible en negra o solo roja? Estoy en miraflores, como seria la compra?'}"
Cafetera Expreso Imaco De 19 Bares Iecm192t - Acero.,https://articulo.mercadolibre.com.pe/MPE-447722495-cafetera-expreso-imaco-de-19-bares-iecm192t-acero-_JM,439.0,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'Algún número para cordinar compra', '1': 'Hola que capacidad tiene de servicio por taza la cafetera', '2': 'Hola cuenta con tienda física para ver el producto'}"
Libro De  Panes  Panaderia Artesanal Original,https://articulo.mercadolibre.com.pe/MPE-432621949-libro-de-panes-panaderia-artesanal-original-_JM,98.0,Nuevo,,"Santa Anita, Lima Metropolitana",{'0': 'Tienen stock'}
Pie De Dobladillos Para Maq. Domestica Brother Singer Janome,https://articulo.mercadolibre.com.pe/MPE-608833061-pie-de-dobladillos-para-maq-domestica-brother-singer-janome-_JM,79.9,Nuevo,,"Lima, Lima Metropolitana",{'0': 'Una consulta le hace para la máquina Brother XR6060 ?'}
Cosori Freidora De Aire 1500w 3.7 Litros,https://articulo.mercadolibre.com.pe/MPE-440970448-cosori-freidora-de-aire-1500w-37-litros-_JM,1030.98,Nuevo,,"Lima, Lima Metropolitana",{'0': 'Es la 5.5l? Aun la tienes disponible?'}
Licuadora Oster 2 Velocidades Blstkag 1.5 Lt - Turqueza,https://articulo.mercadolibre.com.pe/MPE-606844344-licuadora-oster-2-velocidades-blstkag-15-lt-turqueza-_JM,229.0,Nuevo,,,{}
Plancha A Vapor Para Ropa De Viaje Mas Accesorios 220,https://articulo.mercadolibre.com.pe/MPE-605432617-plancha-a-vapor-para-ropa-de-viaje-mas-accesorios-220-_JM,59.99,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Aún está disponible? Y si el estado del producto es nuevo?', '1': 'Hola quisiera comprar para hoy. Tiene tienda?', '2': 'Hola amigo si la pido hoy me llega hoy? La necesito urgente', '3': 'Vivo en cercado de lima', '4': 'Hola delivery a la molina. Favultad de derecho.. Y cuando llegaria', '5': 'autovoltaje es 110 a 220 o 220 a 110 ??', '6': 'hola todavia lo tienes, es autovoltaje?', '7': 'Delivery a lince?', '8': 'Hola es auto voltaje?'}"
Aspiradora Thomas Th-1870 1800w - Blanco Y Negro,https://articulo.mercadolibre.com.pe/MPE-602570528-aspiradora-thomas-th-1870-1800w-blanco-y-negro-_JM,329.0,Nuevo,,,"{'0': 'Hola, cuanto sale el envio por olva a mala , Cañete? Gracias'}"
Porta Bobina Para Maquina Coser Recta Industrial Tipo Juki,https://articulo.mercadolibre.com.pe/MPE-446722769-porta-bobina-para-maquina-coser-recta-industrial-tipo-juki-_JM,18.79,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Es doméstica si pues por este medio quería enviarle imágenes como es la maquina y lo que necesito', '1': 'Cual es su precio', '2': 'Tiene accesorio donde la va bobina', '3': 'Vendes repuestos para juki hzl 27z así como portabobina y otros', '4': 'Hola vende accesorios para juki'}"
 Waflera Imaco De  4 Piezas - Wm4150 - Blanco,https://articulo.mercadolibre.com.pe/MPE-438587261-waflera-imaco-de-4-piezas-wm4150-blanco-_JM,175.0,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'Hola, hasta Lurin haces delivery y cual seria el costo??', '1': 'hola, cuanto el delivery para lince?', '2': 'Es para 4 pan de molde?', '3': 'Hola, tienes en stock la waflera?, gracias', '4': 'Tienen en stock y el emvio a Bellavista callao cuanto es', '5': 'disponen del producto', '6': 'Hola tienen stock', '7': 'Hola esta disponible. Cuando lo pueden entregar.', '8': 'Disponible contraentrega??', '9': 'Como es con la entrega ?'}"
Aspiradora Industrial 30 Litros De 1200 W,https://articulo.mercadolibre.com.pe/MPE-441233112-aspiradora-industrial-30-litros-de-1200-w-_JM,750.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Precio es con factura, incluye IGV?', '1': 'Que marca', '2': 'una de más potencia polvo agua. Cual me recomiendan', '3': 'Me recomienda este modelo para aspirar piso de laja? Terraza 40mt2.', '4': 'Es suficiente este modelo para lo que necesito??', '5': 'Requiero aspiradora de piso para limpiar diariamente terraza de laja de 40mt2. Agradeceré indicar marca modelo y precio', '6': 'Buenos días costo de la de 60 l? Si pago ahora la podrán enviar a ilo hoy antes del medio día? Para que salga en el carro de hoy? Mil gracias.', '7': 'Para lijado de piso concreto abundante polvo . Servirá?', '8': 'LONGITUD DE CABLE CORRIENTE', '9': 'hola buenos dias tienes 07 unidadesen stock'}"
Maquina Sellador Bolsa Vacio Preserva Alimento Con Bolsa,https://articulo.mercadolibre.com.pe/MPE-601948562-maquina-sellador-bolsa-vacio-preserva-alimento-con-bolsa-_JM,78.5,Nuevo,,"Ate, Lima Metropolitana","{'0': 'CON CUALQUIER BOLSA PODRIA TRABAJAR', '1': 'Buen día tiene disponibilidad para envío a la ciudad de Piura y en stock', '2': 'buenos dias tienes bolsas al vacio de esta medida 5x6(12cmx15cm aprox) y cual es elnorecio por ciento para hacer mi conpra hoy mismo', '3': 'bolsas cristal no es asi', '4': 'que tipos de bolsas utiliza y de que es compatibles con todas las bolsas', '5': 'tiempo de sellado'}"
Licuadora Oster Blstkagkpb053 2 Velocidades 500w,https://articulo.mercadolibre.com.pe/MPE-606805358-licuadora-oster-blstkagkpb053-2-velocidades-500w-_JM,229.0,Nuevo,,,{}
Multi Olla Rápida Xl Oster De 7.5l Ckstpcec8801,https://articulo.mercadolibre.com.pe/MPE-604841413-multi-olla-rapida-xl-oster-de-75l-ckstpcec8801-_JM,679.0,Nuevo,,"La Victoria, Lima Metropolitana",{}
Balanza Digital De 10 Kg Gramera Nueva En Caja,https://articulo.mercadolibre.com.pe/MPE-441726272-balanza-digital-de-10-kg-gramera-nueva-en-caja-_JM,20.0,Nuevo,,"Lince, Lima Metropolitana","{'0': 'Disculpe, pero no encuentro la opción: ""acordar con el vendedor""', '1': 'Entonces si le doy comprar, lo enviaran en un solo envío (paquete) los dos para Chiclayo?', '2': 'Amigo, aún tienes en stock la balanza (S/20.00), y el peladar cortador de piña (S/8.00) ??. Ambos para Chiclayo. Espero tu respuesta, gracias.', '3': 'Precio', '4': 'Por favor diganme, ¿si lo compro lo pueden envíar a una hora exácta que yo puedo recibir?', '5': 'Buenas, referencia para pasar mañana', '6': 'Tienes esta balanza para pasar mañana', '7': '¿Hacen delivery por Olva o también pueden mandar un motorizado?', '8': 'HOLA, ESTOY BUSCANDO TODOS ESTOS INSTRUMENTOS, EN CASO QUE TENGA PARA DARLE A COMPRAR Y COORDINAR POR FAVOR 01.- Refractometro Atc 0-90% Brix 02.- Balanza Gramera Digital 0.01-500g 2 Decimal 03.- Lapiz Medidor De Ph En Un Rango De 00 - 14 04.- Termometro Digital Cocina Liquidos Solidos Alimentos 38.5cm 05.- Probetas Graduadas De Vidrio De 100 Ml 06.- Balanza Digital De 10 Kg Gramera Nueva En Caja', '9': 'Cuanto me costaría con todo y envío a Chiclayo'}"
Prensatelas Ojal En 4 Pasos,https://articulo.mercadolibre.com.pe/MPE-601319074-prensatelas-ojal-en-4-pasos-_JM,19.9,Nuevo,,"Lima, Lima Metropolitana",{}
Licuadora Oster Xpert Series Blst3bcpg Control De Textura,https://articulo.mercadolibre.com.pe/MPE-605154278-licuadora-oster-xpert-series-blst3bcpg-control-de-textura-_JM,949.0,Nuevo,,"La Victoria, Lima Metropolitana",{}
" Pedal Para Maquinas De Coser Dómestica, Control De Pie ",https://articulo.mercadolibre.com.pe/MPE-445820027-pedal-para-maquinas-de-coser-domestica-control-de-pie-_JM,179.0,Nuevo,,"Lima, Lima Metropolitana",{}
Batidor Eléctrico Portátil 900 Ml,https://articulo.mercadolibre.com.pe/MPE-603100219-batidor-electrico-portatil-900-ml-_JM,52.0,Nuevo,,"Comas, Lima Metropolitana",{}
Prensatelas Del Rodillo De Vástago Bajo P/ Maquina De Coser ,https://articulo.mercadolibre.com.pe/MPE-447693425-prensatelas-del-rodillo-de-vastago-bajo-p-maquina-de-coser-_JM,17.79,Nuevo,,"Lima, Lima Metropolitana",{}
Pie Prensatela Cierre Invisible Maquina Familiar Doméstica,https://articulo.mercadolibre.com.pe/MPE-442931257-pie-prensatela-cierre-invisible-maquina-familiar-domestica-_JM,17.79,Nuevo,,"Lima, Lima Metropolitana",{}
Prensatela De Compensación Para Maquina Coser Industrial ,https://articulo.mercadolibre.com.pe/MPE-442772539-prensatela-de-compensacion-para-maquina-coser-industrial-_JM,19.95,Nuevo,,"Lima, Lima Metropolitana","{'0': 'tendrás para máquina domestica SINGER?', '1': 'consulta; esa prénsatela de compensación es para maquina Industrial o maquina doméstica?'}"
Olla Arrocera Multifuncional Thomas Th-38 If 1.8l,https://articulo.mercadolibre.com.pe/MPE-603125469-olla-arrocera-multifuncional-thomas-th-38-if-18l-_JM,249.0,Nuevo,,,{}
Barbie Muñeca Y Muebles De Baño Ducha Y Accesorios Original,https://articulo.mercadolibre.com.pe/MPE-441301238-barbie-muneca-y-muebles-de-bano-ducha-y-accesorios-original-_JM,139.9,Nuevo,,"Santiago De Surco, Lima","{'0': 'Buenos días Señores, si compro la muñeca Barbie, será posible que me la puedan enviar por delivery a Lince. Yo pago el delivery.', '1': 'Hay forma de que pueda enviarme la muñeca por delivery a Lince. Yo pagaría el delivery.', '2': 'Buenas tardes, tendrán la muñeca Barbie con ducha en stock para poder comprarla ahora y recogerla de su local en Surco, el día de mañana o el miércoles a más tardar? Gracias.', '3': 'Buenas tardes, mi nombre es Carlos Aubert, y desearía saber si hago la compra ahora cuando me estaría llegando la Barbie con Ducha. Y además saber si venden también patines para niña de 8 años. Gracias.'}"
Soporte De Hilo Porta 2 Conos P/ Maq. Coser Recta Industrial,https://articulo.mercadolibre.com.pe/MPE-608839439-soporte-de-hilo-porta-2-conos-p-maq-coser-recta-industrial-_JM,49.95,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Aja, para remalladora tiene en stock?', '1': 'Quiero 2 unidades de 2 conos..y una de 4 , cuanto saldría?', '2': 'Disponibilidad inmediata ?'}"
Olla Arrocera Multiusos Oster Ckstrc5730w Blanca ,https://articulo.mercadolibre.com.pe/MPE-441948840-olla-arrocera-multiusos-oster-ckstrc5730w-blanca-_JM,219.0,Nuevo,,"La Victoria, Lima Metropolitana",{}
Licuadora Imaco Bl4125v Vaso Vidrio C/ Blanco,https://articulo.mercadolibre.com.pe/MPE-426696585-licuadora-imaco-bl4125v-vaso-vidrio-c-blanco-_JM,109.0,Nuevo,,"Callao, Lima Metropolitana",{}
Mini Plancha Electrica Portátil Manualidades Costura,https://articulo.mercadolibre.com.pe/MPE-610099507-mini-plancha-electrica-portatil-manualidades-costura-_JM,33.0,Nuevo,,"San Juan De Lurigancho, Lima Metropolitana",{'0': 'El costo de envío para chimbote cuanto es xfavor'}
Licuadora Imaco Bl4125vn 2 Velocidades - Negro,https://articulo.mercadolibre.com.pe/MPE-606850778-licuadora-imaco-bl4125vn-2-velocidades-negro-_JM,99.0,Nuevo,,,{}
Exprimidor De Cítricos Bosch Mcp3500n Automático Blanco,https://articulo.mercadolibre.com.pe/MPE-606134513-exprimidor-de-citricos-bosch-mcp3500n-automatico-blanco-_JM,149.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Buenas noches, disponen del recambio cono/piña? Necesito este recambio. En caso de no disponer de este recambio saben donde puedo lograr conseguirlo?Gracias'}"
Máquina Para Popcorn Cero Aceite,https://articulo.mercadolibre.com.pe/MPE-445013847-maquina-para-popcorn-cero-aceite-_JM,99.0,Nuevo,,"Villa María Del Triunfo, Lima Metropolitana",{'0': 'Cuanto el envio a lince? hay disponible?'}
Karcher Limpiadora Aspiradora Alfombra Tapiz Puzzi 10/1,https://articulo.mercadolibre.com.pe/MPE-447741629-karcher-limpiadora-aspiradora-alfombra-tapiz-puzzi-101-_JM,4989.0,Nuevo,,¡Es uno de los mejores del sitio!,{}
Batidora Orbital Fz-6810b 1300 Watts Finezza 1 Año Garantia,https://articulo.mercadolibre.com.pe/MPE-440223963-batidora-orbital-fz-6810b-1300-watts-finezza-1-ano-garantia-_JM,499.0,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'disculpa lo acaban de aprobar', '1': 'ya pague en cuanto aparecerá ese pago si quieres me das un telefono o un correo para enviar lel comprobante', '2': 'N° Recibo: a donde te envio el comprobante 43959853', '3': 'Boleta', '4': 'tiene mi información de envío', '5': 'tengo el comprobante', '6': 'Ya pague y no aparece acreditado el pago', '7': 'Cual es el costo adicional por envío a SMP por Habich? Y en que tiempo llega?', '8': 'Hola, sigue disponible?', '9': 'Estoy en sta Anita puedo acercarme a su local a comprar fisicamente el producto muxas graxias'}"
Nutratrack - Mini Balanza De Cocina Y Alimentos,https://articulo.mercadolibre.com.pe/MPE-441007542-nutratrack-mini-balanza-de-cocina-y-alimentos-_JM,379.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Una pregunta cuenta con stock', '1': 'Hola tienen stock? porque dice que tienen 1000 disponibles pero la descripcion dice que importan... Si tienen stock me interesa comprar una lo antes posible pero si hay que importarla me preocupa el delay y la burocracia'}"
Balanza Gramera Digital,https://articulo.mercadolibre.com.pe/MPE-441071494-balanza-gramera-digital-_JM,25.0,Nuevo,,"Comas, Lima Metropolitana",{}
Cuchilla Picahielo Oster,https://articulo.mercadolibre.com.pe/MPE-601093139-cuchilla-picahielo-oster-_JM,23.0,Nuevo,,"Comas, Lima Metropolitana",{}
Cuchilla De Licuadora Oster,https://articulo.mercadolibre.com.pe/MPE-436680457-cuchilla-de-licuadora-oster-_JM,24.0,Nuevo,,"San Juan De Lurigancho, Lima Metropolitana","{'0': 'Gracias por la respuesta. Indicar para qué modelo de Oster.', '1': 'Por favor el envío lo antes ppsible', '2': 'Ok', '3': 'Tiene stock para hacer la compra'}"
5.8 Litros Termo Hervidor Eléctrico Dispensador Bomba ,https://articulo.mercadolibre.com.pe/MPE-436638367-58-litros-termo-hervidor-electrico-dispensador-bomba-_JM,175.0,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'Otro de menor cantidad? 3 litros tal vez?', '1': 'La oferta sigue disponible? Cuanto vale el envío a huacho?', '2': 'Hola, tienes disponible, y cuanto sale con envío para san miguel', '3': 'Puedes enviarlo a provincias?, específicamente bajo Piura', '4': 'Tienes en stock y el envio a san isidro cuanto cuesta', '5': 'tiene en stock', '6': 'Lo tienes disponible', '7': 'Buenas donde lo podría recoger vivo en villa María del triunfo', '8': 'como seria la entrega , tiene tienda', '9': 'tiene todavia ,y como seria la compra'}"
Batidora Electrica De Pedestal 5 Litros Para Tu Cocina Nueva,https://articulo.mercadolibre.com.pe/MPE-608371071-batidora-electrica-de-pedestal-5-litros-para-tu-cocina-nueva-_JM,529.9,Nuevo,,"Santiago De Surco, Lima Metropolitana",{}
Prensatela De Compensación Para Maquina Coser Industrial ,https://articulo.mercadolibre.com.pe/MPE-442772539-prensatela-de-compensacion-para-maquina-coser-industrial-_JM,19.95,Nuevo,,"Lima, Lima Metropolitana","{'0': 'tendrás para máquina domestica SINGER?', '1': 'consulta; esa prénsatela de compensación es para maquina Industrial o maquina doméstica?'}"
Prensatela De Compensación Para Maquina Coser Industrial ,https://articulo.mercadolibre.com.pe/MPE-442772539-prensatela-de-compensacion-para-maquina-coser-industrial-_JM,19.95,Nuevo,,"Lima, Lima Metropolitana","{'0': 'tendrás para máquina domestica SINGER?', '1': 'consulta; esa prénsatela de compensación es para maquina Industrial o maquina doméstica?'}"
Prensatela De Compensación Para Maquina Coser Industrial ,https://articulo.mercadolibre.com.pe/MPE-442772539-prensatela-de-compensacion-para-maquina-coser-industrial-_JM,19.95,Nuevo,,"Lima, Lima Metropolitana","{'0': 'tendrás para máquina domestica SINGER?', '1': 'consulta; esa prénsatela de compensación es para maquina Industrial o maquina doméstica?'}"
Prensatela De Compensación Para Maquina Coser Industrial ,https://articulo.mercadolibre.com.pe/MPE-442772539-prensatela-de-compensacion-para-maquina-coser-industrial-_JM,19.95,Nuevo,,"Lima, Lima Metropolitana","{'0': 'tendrás para máquina domestica SINGER?', '1': 'consulta; esa prénsatela de compensación es para maquina Industrial o maquina doméstica?'}"
Prensatela De Compensación Para Maquina Coser Industrial ,https://articulo.mercadolibre.com.pe/MPE-442772539-prensatela-de-compensacion-para-maquina-coser-industrial-_JM,19.95,Nuevo,,"Lima, Lima Metropolitana","{'0': 'tendrás para máquina domestica SINGER?', '1': 'consulta; esa prénsatela de compensación es para maquina Industrial o maquina doméstica?'}"
Freidora De Aire Oster 4l 1500w,https://articulo.mercadolibre.com.pe/MPE-606065466-freidora-de-aire-oster-4l-1500w-_JM,600.0,Nuevo,,"San Martín De Porres, Lima Metropolitana",{}
Licuadora Portatil Recargable Por Usb Tienda En Arequipa ,https://articulo.mercadolibre.com.pe/MPE-437098825-licuadora-portatil-recargable-por-usb-tienda-en-arequipa-_JM,39.0,Nuevo,,"Arequipa, Arequipa","{'0': '¿Cuantas cuchilla tiene esta batidora? Espero su pronta respuesta.', '1': 'Hola me gustaría ir a la tienda a comprar el producto dónde se encuentra?', '2': 'Buenos días, tiene en stock? Dónde se ubica su tienda?, gracias.', '3': 'Buenas tardes, cuenta com stock?', '4': 'aun tiene en stock el producto?..hace delivery?', '5': 'Si hago el pago hoy, para cuándo me darían el producto?? vivo en arequipa', '6': 'Puedo realizar el pago a contra entrega del producto?', '7': 'Stock? Colores y a cuanto saldría el envío hasta moquegua', '8': 'Hola, en que colores tienes disponible? Gracias', '9': 'Puede triturar hielo?'}"
Plancha A Vapor Portátil 2 En 1 Xiaomi Deerma Hs200,https://articulo.mercadolibre.com.pe/MPE-610133861-plancha-a-vapor-portatil-2-en-1-xiaomi-deerma-hs200-_JM,359.0,Nuevo,,"Lima, Lima Metropolitana",{}
"Aspiradora Brf De Bramfisa De 1ol. Polvo-agua,  Profesional",https://articulo.mercadolibre.com.pe/MPE-605420620-aspiradora-brf-de-bramfisa-de-1ol-polvo-agua-profesional-_JM,300.0,Usado,,"Lima, Lima Metropolitana",{'0': 'es de 10 o de 12 litros quisiera que me despeje esa duda'}
Moldes De Reglas Para Bordar De Máquina De Coser Doméstica ,https://articulo.mercadolibre.com.pe/MPE-608058615-moldes-de-reglas-para-bordar-de-maquina-de-coser-domestica-_JM,59.9,Nuevo,,"Lima, Lima Metropolitana",{}
B95 Regla Flexible De Plástico Transparente 45 * 5cm 17.72,https://articulo.mercadolibre.com.pe/MPE-447870881-b95-regla-flexible-de-plastico-transparente-45-5cm-1772-_JM,29.9,Nuevo,,"Lima, Lima Metropolitana",{}
